lat,lng,depth
-27.313500,153.072864,-0.98
-27.312997,153.071712,-1.12
-27.312845,153.072125,-1.24
-27.312819,153.072195,-0.98
-27.312836,153.072148,-1.08
-27.312835,153.072139,-1.18
-27.312827,153.071886,-1.13
-27.313062,153.071635,-1.21
-27.313062,153.071902,-1.26
-27.313063,153.072141,-1.10
-27.312820,153.072420,-1.02
-27.312837,153.072410,-1.04
-27.312820,153.072654,-0.85
-27.312836,153.072652,-0.89
-27.313063,153.072467,-0.98
-27.313062,153.072653,-0.99
-27.313737,153.073187,-0.93
-27.313736,153.073143,-1.06
-27.313511,153.073050,-0.97
-27.312052,153.071634,-1.04
-27.312159,153.071647,-1.12
-27.312049,153.072141,-0.91
-27.312159,153.072142,-1.04
-27.312385,153.071640,-1.12
-27.312385,153.071888,-1.10
-27.312385,153.072197,-1.10
-27.315767,153.074682,-0.85
-27.314129,153.073657,-0.81
-27.314192,153.073658,-0.82
-27.314415,153.073800,-0.85
-27.314439,153.073911,-0.87
-27.314643,153.073929,-0.86
-27.312424,153.072901,-0.83
-27.320957,153.076172,-1.62
-27.420335,153.135980,-1.89
-27.420269,153.136268,-1.50
-27.420089,153.136513,-2.11
-27.415711,153.131606,-2.80
-27.415255,153.131843,-2.63
-27.415260,153.131637,-2.56
-27.415469,153.132145,-2.76
-27.415250,153.132101,-2.66
-27.414528,153.131537,-2.49
-27.414584,153.131533,-2.52
-27.414816,153.131521,-2.53
-27.414822,153.131644,-2.58
-27.414150,153.131518,-2.39
-27.414133,153.131599,-2.41
-27.413544,153.131513,-2.37
-27.413682,153.131516,-2.39
-27.412952,153.131536,-2.27
-27.413009,153.131518,-2.31
-27.413233,153.131513,-2.34
-27.412361,153.131513,-2.21
-27.412357,153.131639,-2.28
-27.412555,153.131512,-2.25
-27.412556,153.131639,-2.35
-27.411770,153.131513,-2.16
-27.411768,153.131642,-2.21
-27.411879,153.131513,-2.23
-27.411878,153.131647,-2.27
-27.412107,153.131528,-2.19
-27.412325,153.131889,-2.26
-27.411322,153.131519,-1.91
-27.411313,153.131650,-2.17
-27.411425,153.131525,-2.05
-27.411432,153.131639,-2.03
-27.411307,153.136446,-2.69
-27.419548,153.136961,-2.09
-27.419448,153.137215,-2.12
-27.419546,153.137211,-0.88
-27.419771,153.136706,-1.66
-27.419372,153.137463,-1.22
-27.419149,153.137719,-1.37
-27.418929,153.137969,-1.06
-27.418861,153.137970,-2.00
-27.418263,153.138480,-1.36
-27.418420,153.138223,-1.98
-27.418418,153.138476,-0.95
-27.418641,153.138226,-1.07
-27.417741,153.138981,-2.71
-27.417964,153.138728,-2.44
-27.418189,153.138730,-0.97
-27.417529,153.139828,-1.36
-27.417510,153.139822,-1.44
-27.417551,153.139724,-1.45
-27.417509,153.139723,-2.66
-27.417284,153.139766,-1.39
-27.417280,153.139734,-2.74
-27.416858,153.139740,-2.66
-27.416841,153.139991,-0.92
-27.415934,153.140505,-1.55
-27.417971,153.138984,-0.80
-27.414801,153.141254,-2.81
-27.415254,153.141001,-1.56
-27.415497,153.141016,-1.27
-27.414352,153.141507,-1.94
-27.411307,153.136702,-2.65
-27.411310,153.136949,-2.78
-27.411308,153.137460,-2.79
-27.414594,153.141507,-0.81
-27.402394,153.132378,-0.98
-27.402305,153.131629,-1.47
-27.402138,153.132382,-0.87
-27.401720,153.131889,-1.06
-27.401712,153.131894,-1.79
-27.401259,153.132259,-1.24
-27.401038,153.132374,-2.75
-27.400142,153.131568,-2.55
-27.399944,153.131498,-1.63
-27.399463,153.132388,-2.42
-27.399348,153.132131,-2.75
-27.399345,153.132398,-2.48
-27.399028,153.132629,-2.66
-27.398758,153.131895,-2.67
-27.398334,153.131881,-2.77
-27.398171,153.131875,-2.78
-27.398166,153.131496,-2.79
-27.397775,153.131495,-2.80
-27.402379,153.133950,-2.68
-27.402381,153.133892,-2.43
-27.402302,153.133409,-2.36
-27.402301,153.133146,-2.25
-27.402304,153.132895,-2.12
-27.402384,153.132641,-1.86
-27.401944,153.133651,-2.38
-27.401946,153.133903,-2.43
-27.402386,153.132637,-1.06
-27.401944,153.133411,-2.30
-27.401945,153.133165,-2.17
-27.401945,153.132896,-1.91
-27.402169,153.132641,-1.11
-27.402169,153.132637,-0.96
-27.401718,153.133650,-2.32
-27.401718,153.133909,-2.39
-27.401723,153.133405,-2.19
-27.401855,153.132894,-0.97
-27.401889,153.132722,-0.92
-27.401940,153.132634,-0.85
-27.401714,153.133902,-2.33
-27.401709,153.133658,-2.23
-27.401712,153.133406,-2.09
-27.401491,153.133964,-2.27
-27.401490,153.133898,-2.13
-27.401491,153.133647,-1.13
-27.401266,153.133962,-2.16
-27.401265,153.133896,-1.11
-27.401040,153.133953,-1.89
-27.401036,153.133895,-0.92
-27.401040,153.133612,-0.62
-27.401048,153.132403,-0.83
-27.401034,153.132384,-1.36
-27.400626,153.134145,-0.95
-27.400593,153.132385,-1.60
-27.400589,153.133283,-0.70
-27.400345,153.132635,-1.56
-27.399916,153.132888,-1.09
-27.400134,153.132637,-1.35
-27.399689,153.132891,-1.61
-27.399905,153.132637,-2.53
-27.399465,153.133141,-1.15
-27.399465,153.132887,-2.35
-27.399464,153.132634,-2.51
-27.399346,153.133143,-1.39
-27.399345,153.133396,-1.00
-27.399347,153.132888,-2.47
-27.399375,153.132636,-2.40
-27.399011,153.133394,-1.05
-27.399010,153.133143,-2.54
-27.399013,153.132888,-2.38
-27.399028,153.132635,-2.40
-27.399011,153.133648,-0.93
-27.398787,153.133648,-1.14
-27.398791,153.133400,-2.81
-27.399007,153.132636,-2.55
-27.398752,153.133653,-2.41
-27.398558,153.133903,-0.89
-27.398758,153.133395,-2.81
-27.398332,153.133897,-1.48
-27.398332,153.133648,-2.68
-27.398335,153.133516,-2.77
-27.398162,153.133646,-2.74
-27.398162,153.133898,-2.56
-27.398096,153.133897,-2.76
-27.401952,153.134158,-2.68
-27.401725,153.134418,-2.81
-27.401719,153.134155,-2.45
-27.401708,153.134928,-2.76
